time,x,y,z,state,weak_label,video_name
2025-07-17 13:57:38.000,-0.02294921875,0.05322265625,-0.98828125,0,Still,GL040221
2025-07-17 13:57:38.020,-0.0390625,0.08740234375,-0.96728515625,0,Still,GL040221
2025-07-17 13:57:38.040,-0.03857421875,0.10205078125,-0.9755859375,0,Still,GL040221
2025-07-17 13:57:38.060,-0.01904296875,0.099609375,-0.9677734375,0,Still,GL040221
2025-07-17 13:57:38.080,0.000244140625,0.0908203125,-0.983642578125,0,Still,GL040221
2025-07-17 13:57:38.100,-0.00634765625,0.091796875,-0.97900390625,0,Still,GL040221
2025-07-17 13:57:38.120,-0.005859375,0.1181640625,-0.97314453125,0,Still,GL040221
2025-07-17 13:57:38.140,-0.0146484375,0.13330078125,-0.9736328125,0,Still,GL040221
2025-07-17 13:57:38.160,-0.01123046875,0.154296875,-0.96630859375,0,Still,GL040221
2025-07-17 13:57:38.180,-0.01171875,0.109375,-1.00146484375,0,Still,GL040221
2025-07-17 13:57:38.200,-0.00390625,0.09716796875,-1.0322265625,0,Still,GL040221
2025-07-17 13:57:38.220,0.02099609375,0.12451171875,-1.01904296875,0,Still,GL040221
2025-07-17 13:57:38.240,0.021240234375,0.154052734375,-1.0078125,0,Still,GL040221
2025-07-17 13:57:38.260,0.02880859375,0.140625,-1.00390625,0,Still,GL040221
2025-07-17 13:57:38.280,0.04833984375,0.1279296875,-1.0107421875,0,Still,GL040221
2025-07-17 13:57:38.300,0.052734375,0.115234375,-1.015625,0,Still,GL040221
2025-07-17 13:57:38.320,0.07666015625,0.07861328125,-1.021484375,0,Still,GL040221
2025-07-17 13:57:38.340,0.07666015625,0.12939453125,-1.00927734375,0,Still,GL040221
2025-07-17 13:57:38.360,0.1220703125,0.2197265625,-1.0009765625,0,Still,GL040221
2025-07-17 13:57:38.380,0.12255859375,0.180419921875,-1.00732421875,0,Still,GL040221
2025-07-17 13:57:38.400,0.095703125,0.12109375,-0.99658203125,0,Still,GL040221
2025-07-17 13:57:38.420,0.18701171875,0.09423828125,-1.01708984375,0,Still,GL040221
2025-07-17 13:57:38.440,0.21533203125,0.14404296875,-1.068359375,0,Still,GL040221
2025-07-17 13:57:38.460,0.1943359375,0.1591796875,-1.07861328125,0,Still,GL040221
2025-07-17 13:57:38.480,0.198974609375,0.18115234375,-1.0751953125,0,Still,GL040221
2025-07-17 13:57:38.500,0.1923828125,0.16259765625,-1.0390625,0,Still,GL040221
2025-07-17 13:57:38.520,0.20751953125,0.16015625,-0.97509765625,0,Still,GL040221
2025-07-17 13:57:38.540,0.1708984375,0.126953125,-0.98828125,0,Still,GL040221
2025-07-17 13:57:38.560,0.1845703125,0.14208984375,-1.00634765625,0,Still,GL040221
2025-07-17 13:57:38.580,0.20361328125,0.20068359375,-1.02880859375,0,Still,GL040221
2025-07-17 13:57:38.600,0.197265625,0.16357421875,-1.00439453125,0,Still,GL040221
2025-07-17 13:57:38.620,0.15380859375,0.12646484375,-0.96044921875,0,Still,GL040221
2025-07-17 13:57:38.640,0.25390625,0.20849609375,-1.00537109375,0,Still,GL040221
2025-07-17 13:57:38.660,0.275634765625,0.21630859375,-1.0185546875,0,Still,GL040221
2025-07-17 13:57:38.680,0.20703125,0.166015625,-1.00146484375,0,Still,GL040221
2025-07-17 13:57:38.700,0.2138671875,0.13134765625,-1.02490234375,0,Still,GL040221
2025-07-17 13:57:38.720,0.1884765625,0.1240234375,-1.0341796875,0,Still,GL040221
2025-07-17 13:57:38.740,0.2158203125,0.18017578125,-1.01171875,0,Still,GL040221
2025-07-17 13:57:38.760,0.2607421875,0.11865234375,-0.9462890625,0,Still,GL040221
2025-07-17 13:57:38.780,0.241943359375,0.06640625,-0.964599609375,0,Still,GL040221
2025-07-17 13:57:38.800,0.1474609375,0.0869140625,-0.99755859375,0,Still,GL040221
2025-07-17 13:57:38.820,0.126953125,0.1318359375,-1.080078125,0,Still,GL040221
2025-07-17 13:57:38.840,0.154296875,0.1171875,-1.01220703125,0,Still,GL040221
2025-07-17 13:57:38.860,0.171875,0.115234375,-1.017578125,0,Still,GL040221
2025-07-17 13:57:38.880,0.2041015625,0.1015625,-0.998046875,0,Still,GL040221
2025-07-17 13:57:38.900,0.23193359375,0.06298828125,-0.951171875,0,Still,GL040221
2025-07-17 13:57:38.920,0.251220703125,0.08349609375,-0.9521484375,0,Still,GL040221
2025-07-17 13:57:38.940,0.208984375,0.1376953125,-0.9765625,0,Still,GL040221
2025-07-17 13:57:38.960,0.20458984375,0.11865234375,-0.978515625,0,Still,GL040221
2025-07-17 13:57:38.980,0.16259765625,0.11767578125,-0.98291015625,0,Still,GL040221
2025-07-17 13:57:39.000,0.16357421875,0.1025390625,-0.9736328125,0,Still,GL040221
2025-07-17 13:57:39.020,0.177734375,0.05908203125,-0.95263671875,0,Still,GL040221
2025-07-17 13:57:39.040,0.17041015625,0.04150390625,-0.95654296875,0,Still,GL040221
2025-07-17 13:57:39.060,0.1826171875,0.04443359375,-0.9658203125,0,Still,GL040221
2025-07-17 13:57:39.080,0.16064453125,0.06884765625,-0.96923828125,0,Still,GL040221
2025-07-17 13:57:39.100,0.152587890625,0.08056640625,-0.999267578125,0,Still,GL040221
2025-07-17 13:57:39.120,0.15234375,0.10546875,-1.01416015625,0,Still,GL040221
2025-07-17 13:57:39.140,0.18701171875,0.1171875,-1.03271484375,0,Still,GL040221
2025-07-17 13:57:39.160,0.1904296875,0.078125,-1.05419921875,0,Still,GL040221
2025-07-17 13:57:39.180,0.17919921875,0.0849609375,-1.0390625,0,Still,GL040221
2025-07-17 13:57:39.200,0.18212890625,0.10205078125,-1.04345703125,0,Still,GL040221
2025-07-17 13:57:39.220,0.173828125,0.08935546875,-1.025390625,0,Still,GL040221
2025-07-17 13:57:39.240,0.1435546875,0.0888671875,-1.0107421875,0,Still,GL040221
2025-07-17 13:57:39.260,0.1474609375,0.08154296875,-0.9912109375,0,Still,GL040221
2025-07-17 13:57:39.280,0.150146484375,0.083984375,-0.998291015625,0,Still,GL040221
2025-07-17 13:57:39.300,0.13232421875,0.0693359375,-1.02197265625,0,Still,GL040221
2025-07-17 13:57:39.320,0.1435546875,0.09912109375,-1.0263671875,0,Still,GL040221
2025-07-17 13:57:39.340,0.13671875,0.119140625,-1.02685546875,0,Still,GL040221
2025-07-17 13:57:39.360,0.12890625,0.115234375,-1.03125,0,Still,GL040221
2025-07-17 13:57:39.380,0.13671875,0.09619140625,-1.012451171875,0,Still,GL040221
2025-07-17 13:57:39.400,0.1376953125,0.08935546875,-0.99658203125,0,Still,GL040221
2025-07-17 13:57:39.420,0.11865234375,0.076171875,-1.0224609375,0,Still,GL040221
2025-07-17 13:57:39.440,0.12158203125,0.0703125,-1.02978515625,0,Still,GL040221
2025-07-17 13:57:39.460,0.11376953125,0.091796875,-1.04345703125,0,Still,GL040221
2025-07-17 13:57:39.480,0.11767578125,0.07666015625,-1.02587890625,0,Still,GL040221
2025-07-17 13:57:39.500,0.13134765625,0.0849609375,-1.0263671875,0,Still,GL040221
2025-07-17 13:57:39.520,0.1162109375,0.07568359375,-1.02880859375,0,Still,GL040221
2025-07-17 13:57:39.540,0.107421875,0.07958984375,-1.03515625,0,Still,GL040221
2025-07-17 13:57:39.560,0.11669921875,0.0927734375,-1.0625,0,Still,GL040221
2025-07-17 13:57:39.580,0.1181640625,0.0712890625,-1.04150390625,0,Still,GL040221
2025-07-17 13:57:39.600,0.1259765625,0.0869140625,-1.03564453125,0,Still,GL040221
2025-07-17 13:57:39.620,0.13232421875,0.083984375,-1.01025390625,0,Still,GL040221
2025-07-17 13:57:39.640,0.1318359375,0.095703125,-1.00732421875,0,Still,GL040221
2025-07-17 13:57:39.660,0.1083984375,0.083984375,-0.99951171875,0,Still,GL040221
2025-07-17 13:57:39.680,0.126953125,0.081787109375,-0.979248046875,0,Still,GL040221
2025-07-17 13:57:39.700,0.10546875,0.09619140625,-1.0087890625,0,Still,GL040221
2025-07-17 13:57:39.720,0.099609375,0.0927734375,-1.01806640625,0,Still,GL040221
2025-07-17 13:57:39.740,0.1318359375,0.07568359375,-1.01171875,0,Still,GL040221
2025-07-17 13:57:39.760,0.119140625,0.0634765625,-0.998046875,0,Still,GL040221
2025-07-17 13:57:39.780,0.08349609375,0.07080078125,-1.0283203125,0,Still,GL040221
2025-07-17 13:57:39.800,0.116455078125,0.1015625,-1.03759765625,0,Still,GL040221
2025-07-17 13:57:39.820,0.10791015625,0.10546875,-1.02197265625,0,Still,GL040221
2025-07-17 13:57:39.840,0.138671875,0.05517578125,-1.02880859375,0,Still,GL040221
2025-07-17 13:57:39.860,0.13623046875,0.07470703125,-1.01904296875,0,Still,GL040221
2025-07-17 13:57:39.880,0.1416015625,0.0771484375,-1.0244140625,0,Still,GL040221
2025-07-17 13:57:39.900,0.14306640625,0.0927734375,-1.0263671875,0,Still,GL040221
2025-07-17 13:57:39.920,0.12939453125,0.0751953125,-1.02099609375,0,Still,GL040221
2025-07-17 13:57:39.940,0.12744140625,0.0986328125,-1.00439453125,0,Still,GL040221
2025-07-17 13:57:39.960,0.118896484375,0.099853515625,-0.9833984375,0,Still,GL040221
2025-07-17 13:57:39.980,0.1171875,0.0908203125,-0.9853515625,0,Still,GL040221
2025-07-17 13:57:40.000,0.14111328125,0.08837890625,-0.9892578125,0,Still,GL040221
2025-07-17 13:57:40.020,0.1376953125,0.08056640625,-1.00732421875,0,Still,GL040221
2025-07-17 13:57:40.040,0.1416015625,0.08544921875,-1.02978515625,0,Still,GL040221
2025-07-17 13:57:40.060,0.125,0.0458984375,-1.03759765625,0,Still,GL040221
2025-07-17 13:57:40.080,0.125,0.07080078125,-1.03515625,0,Still,GL040221
2025-07-17 13:57:40.100,0.10498046875,0.0810546875,-1.03466796875,0,Still,GL040221
2025-07-17 13:57:40.120,0.11572265625,0.09814453125,-1.04248046875,0,Still,GL040221
2025-07-17 13:57:40.140,0.122802734375,0.08203125,-1.049072265625,0,Still,GL040221
2025-07-17 13:57:40.160,0.111328125,0.06103515625,-1.01318359375,0,Still,GL040221
2025-07-17 13:57:40.180,0.11865234375,0.07666015625,-1.0009765625,0,Still,GL040221
2025-07-17 13:57:40.200,0.10400390625,0.08935546875,-1.00634765625,0,Still,GL040221
2025-07-17 13:57:40.220,0.10888671875,0.09228515625,-1.0048828125,0,Still,GL040221
2025-07-17 13:57:40.240,0.123046875,0.08056640625,-0.98486328125,0,Still,GL040221
2025-07-17 13:57:40.260,0.12548828125,0.068359375,-0.9892578125,0,Still,GL040221
2025-07-17 13:57:40.280,0.123046875,0.060546875,-0.993896484375,0,Still,GL040221
2025-07-17 13:57:40.300,0.10498046875,0.06201171875,-0.99853515625,0,Still,GL040221
2025-07-17 13:57:40.320,0.1005859375,0.0751953125,-0.982421875,0,Still,GL040221
2025-07-17 13:57:40.340,0.10498046875,0.068359375,-1.01171875,0,Still,GL040221
2025-07-17 13:57:40.360,0.1240234375,0.078125,-1.01953125,0,Still,GL040221
2025-07-17 13:57:40.380,0.1357421875,0.078125,-1.01123046875,0,Still,GL040221
2025-07-17 13:57:40.400,0.128662109375,0.042236328125,-1.0009765625,0,Still,GL040221
2025-07-17 13:57:40.420,0.1171875,0.06298828125,-1.029296875,0,Still,GL040221
